FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG01926	HG01926	-0.0141838	0.00937806	0.050553	0.0784901	0.00223394	-0.00875195	-0.0256009	-0.00204213	0.00797442	0.00162826
HG01927	HG01927	-0.0175984	0.00908244	0.0543597	0.0797006	0.00230573	0.00709005	-0.0176395	-0.00126618	0.00382608	0.00912588
HG01932	HG01932	-0.014882	-0.00190372	0.0303909	0.0489893	0.0234636	0.0504971	-0.0144885	-0.009047	0.0453223	0.0447989
HG01933	HG01933	-0.00480636	0.00947159	0.0272096	0.0407964	0.00248272	-0.0128293	0.00651689	0.00162251	-0.020145	-0.00158921
HG01935	HG01935	-0.0114051	-0.0125939	0.0239757	0.00793731	0.0387504	0.0503286	0.00146701	-0.00941119	0.0478403	0.041094
HG01936	HG01936	-0.0149228	0.00323871	0.0432163	0.0782933	-0.0122783	0.010063	-0.00290326	0.00699214	0.00526722	-0.00879009
HG01938	HG01938	-0.0165814	0.0108106	0.0532062	0.0860625	0.000191835	-0.00718701	-0.0169891	-0.0271389	-0.00640823	0.00268778
HG01939	HG01939	-0.0162412	0.00398919	0.0513864	0.0610742	-0.00838236	0.0103247	0.00363342	-0.00769117	0.0126871	0.0194373
HG01941	HG01941	-0.0176828	0.0118228	0.0489971	0.0813669	-0.0101637	0.00846119	0.00163701	-0.00337832	-0.000220332	0.00333212
HG01942	HG01942	-0.015433	0.0035348	0.044134	0.0642522	-0.000309572	-0.00230963	0.00142887	0.00987374	-0.00804183	-0.025863
HG01944	HG01944	-0.0157155	0.00968372	0.0337119	0.0420823	-0.000983777	-0.00433443	0.0121986	-0.0126482	0.012984	-0.0286966
HG01945	HG01945	-0.0154708	0.0106861	0.0493547	0.0842032	-0.0130589	0.00252963	-0.00487783	0.00523983	0.00067989	0.00614752
HG01947	HG01947	-0.0153018	-0.00189757	0.0398685	0.0432212	0.00137912	-0.0153096	-0.00174937	-0.0186055	-0.0254069	-0.00517884
HG01948	HG01948	-0.0119892	0.00212632	0.0265917	0.0325878	0.017954	-0.0251803	-0.000632938	-0.016836	-0.0238843	-0.0012167
HG01950	HG01950	-0.0131975	0.00684515	0.0467294	0.0746111	0.021652	-0.0100622	0.0192024	-0.0295481	-0.0405603	-0.00416495
HG01951	HG01951	-0.0176592	0.012181	0.0554817	0.0904881	0.00329969	-0.00663604	-0.0102938	-0.0164238	0.0212925	0.00602861
HG01953	HG01953	-0.0159458	0.0106167	0.0534245	0.0896232	0.00439296	0.00292933	-0.0163222	-0.00860453	-0.00442573	0.0170609
HG01954	HG01954	-0.0172111	0.0135391	0.0563929	0.0901171	-0.00319076	0.00751327	-0.010271	-0.0038519	-0.000718531	-0.00605425
HG01956	HG01956	0.0343109	0.00297218	0.00234587	-0.005125	-0.00607988	0.0022115	-0.00237195	0.0122396	0.00630987	-0.0112568
HG01958	HG01958	0.027952	0.000230182	0.000283579	0.000988201	0.0188932	-0.00395526	0.0206082	-0.000871684	-0.016718	0.0154032
HG01961	HG01961	-0.0175439	0.0114872	0.0543983	0.0888852	0.00165996	-0.00214718	-0.0158523	-0.00808534	-0.00324831	-0.0038792
HG01965	HG01965	-0.0141871	0.00798833	0.0423773	0.0620606	-0.00348313	-0.0107976	0.00740202	-0.0258447	-0.0139234	-0.00437417
HG01967	HG01967	-0.0129621	0.00652972	0.0469968	0.0686773	0.0056247	0.00347352	0.00365095	-0.0220577	0.00580282	0.00763412
HG01968	HG01968	-0.018806	0.0142367	0.0552033	0.08965	-0.00691934	0.0093216	-0.00235347	0.0105883	-0.00357052	-0.0121984
HG01970	HG01970	-0.0133116	-0.00771572	0.0305349	0.0413724	-0.00647417	-0.014207	0.00386188	-0.027223	0.0286054	-0.0157257
HG01971	HG01971	-0.0118205	-0.00232684	0.035693	0.0239233	-0.0045772	-0.00383392	0.0171919	0.0343624	-0.0048318	-0.00371195
HG01973	HG01973	-0.0147665	0.0061877	0.0442699	0.0677405	0.00436865	0.0155537	0.0154554	-0.00107905	-0.00409513	0.0475088
HG01974	HG01974	-0.0161669	0.0126609	0.0584776	0.0905627	0.000368056	0.00509663	-0.017483	0.00612532	-0.0012003	-0.00283463
HG01976	HG01976	-0.0146143	0.00261124	0.0396482	0.0694258	-0.00700903	-0.0272766	0.00403466	-0.0313155	-0.00604299	-0.00514677
HG01977	HG01977	-0.0131922	0.0023623	0.0419585	0.0670207	-0.0162767	-0.00997377	-0.0133739	-0.00219316	-0.00493029	-0.0223755
HG01979	HG01979	-0.0157331	0.00323591	0.0431566	0.0526329	-0.0165906	-0.0391035	-0.00333139	-0.0225724	-0.0136064	-0.00458845
HG01980	HG01980	-0.0141405	-0.00215642	0.0370376	0.0350927	-0.00876536	0.0118322	0.00347521	-0.0201565	-0.00658806	0.0127597
HG01982	HG01982	-0.0145008	0.00399734	0.0364831	0.0555935	0.0509587	0.0192715	-0.000198542	-0.0283685	-0.0104252	-0.00562584
HG01985	HG01985	0.0228376	-0.0058956	0.00284931	-0.0019188	-0.0300002	0.01113	-0.0150323	-0.0115827	0.00865658	-0.0120524
HG01986	HG01986	0.033294	0.00270903	0.00257173	-0.00271396	0.00318582	-0.00528337	-0.00668268	-0.00015431	0.0124271	0.00321705
HG01988	HG01988	0.0142886	-0.00917145	0.0080242	-0.0123154	0.00974547	0.0230332	0.00639835	0.00891343	0.0458249	0.0384974
HG01989	HG01989	0.0328043	0.00665953	0.00069255	-0.000651325	0.00113662	-0.00603131	0.00478377	0.0105412	-0.00382081	-0.00541309
HG01990	HG01990	0.0347359	0.004952	0.00218635	-0.00127058	-0.0180773	0.0192017	-0.00865326	-0.00465011	0.0137204	-0.0069346
HG01991	HG01991	-0.0149753	0.000670912	0.0411704	0.0714698	-0.00744296	0.0197696	-0.0246987	0.0111769	0.00806349	0.0351004
HG01992	HG01992	-0.0167809	0.0119847	0.0524225	0.0861921	0.00150264	0.0200071	-0.00803423	-0.00378964	-0.0145342	0.00986122
HG01997	HG01997	-0.01427	0.00718915	0.0463806	0.0624727	-0.00674359	-0.00794884	-0.0123819	0.0114103	-0.00774144	-0.0189577
HG02002	HG02002	-0.0155629	-0.0065122	0.0370519	0.0427296	0.00632175	-0.00674786	-0.031132	-0.00775268	0.0132166	0.00982406
HG02003	HG02003	-0.0172323	0.0115369	0.0492837	0.0859605	0.0450201	-0.00919803	0.00302481	0.0152765	-0.026878	-0.00866237
HG02006	HG02006	0.0109354	0.00764795	0.0161412	0.03166	0.00749521	-0.0258561	0.0174487	-0.0136986	-0.00427789	0.046556
HG02008	HG02008	-0.00976291	-0.0133371	0.0260602	0.0124081	-0.0146497	0.00436569	0.000393228	-0.019479	-0.0274248	-0.00163708
HG02009	HG02009	0.0250796	-0.0015359	0.00415728	0.000538027	-0.00639877	0.00704736	-0.00239349	-0.00704699	0.014345	0.00326232
HG02010	HG02010	0.0322714	0.00309418	0.00204067	-0.00188315	-0.0149447	0.010242	0.0048078	-0.0195253	0.00562139	0.0010139
HG02012	HG02012	0.0340034	0.00659342	0.00523672	-0.00157916	-0.0227832	0.00954799	-0.0141112	-0.0165661	-0.0147421	-0.00416683
HG02013	HG02013	0.0359224	0.00820504	-0.00181243	0.00425649	0.00685081	-0.0186476	-0.00566218	0.0151103	-0.0154164	0.0385874
HG02014	HG02014	0.0328669	0.0044667	-0.00234816	-0.00311961	0.0222912	0.00353493	-0.00600471	0.00326724	-0.00275449	-0.00865597
HG02016	HG02016	-0.0153353	0.0280003	-0.00175454	-0.0155877	-0.0141417	-0.00523508	-0.0121455	-0.0118464	0.00943994	0.0292457
HG02017	HG02017	-0.017233	0.0322899	-0.0017461	-0.0152768	0.029219	-0.0167175	-0.0176097	0.00925944	0.0152316	0.00555725
HG02019	HG02019	-0.0167336	0.0308849	-0.00394466	-0.0134714	0.00703144	-0.00387789	-0.0436585	-0.00340412	0.0143031	0.00820446
HG02020	HG02020	-0.0159404	0.027416	0.00563567	-0.0165664	0.0123755	-0.0134801	-0.0219762	-0.029911	-0.00840217	0.023013
HG02023	HG02023	-0.0167081	0.0284387	-0.00296848	-0.0216917	0.0402245	-0.0137927	0.00432855	-0.0251393	-0.0259492	-0.0183407
HG02025	HG02025	-0.0171555	0.0311492	0.00207564	-0.0192077	0.0200824	-0.0129823	-0.00754323	-0.0294315	-0.0234929	3.24857e-05
HG02026	HG02026	-0.0185078	0.0334391	-0.00674704	-0.0187668	0.0232039	-0.0203372	-0.017748	-0.0125378	-0.0304274	0.0418777
HG02028	HG02028	-0.0161486	0.0303226	-0.00315836	-0.0218553	0.0145648	-0.017011	-0.00299668	-0.0105688	0.0285618	0.00387867
HG02029	HG02029	-0.0161901	0.0333364	-0.00228382	-0.0172592	0.00181301	-0.0268695	-0.0200012	-0.0211657	0.0114446	0.0205216
HG02031	HG02031	-0.0168632	0.0335655	0.00368872	-0.0175958	0.0117406	-0.0345233	-0.0326906	0.0126234	0.0145717	-0.0194493
HG02032	HG02032	-0.0180772	0.0336223	0.00127791	-0.0177881	0.000943637	-0.013435	0.00203216	-0.0271567	-0.00839624	-0.00347983
HG02035	HG02035	-0.0157821	0.0322302	0.0017829	-0.00443118	0.0298685	-0.0105297	-0.0293075	-0.00138493	0.0120005	0.00212078
HG02040	HG02040	-0.0167267	0.0296688	0.00302858	-0.0116486	0.0291637	-0.00180158	-0.0154053	0.00832657	0.00211781	-0.0179885
HG02047	HG02047	-0.0156141	0.0309432	-0.000814573	-0.0171732	0.0115655	-0.0179116	-0.000882307	-0.0100528	0.0257027	0.00187869
HG02048	HG02048	-0.0152051	0.0342075	2.03985e-05	-0.0163969	0.0154141	-0.0139849	-0.0409071	-0.0339308	0.0229317	0.0180599
HG02049	HG02049	-0.0173258	0.0362058	0.00592125	-0.018703	-0.00940548	-0.0226692	-0.0346319	0.00170807	0.0075302	0.0142297
HG02050	HG02050	-0.0172378	0.0297781	0.00455739	-0.0147572	0.0140467	-0.0207077	-0.0339482	-0.0100275	0.0218712	0.00377537
HG02051	HG02051	0.0352655	0.00626425	0.000719455	0.00104582	-0.00158239	-0.0098709	-0.00599354	0.0124472	-0.00464344	0.0202676
HG02052	HG02052	0.0198605	-0.00748887	-0.00294152	-0.00989528	0.00228192	0.000444175	-0.0204983	0.00137434	0.0125504	0.00681735
HG02053	HG02053	0.0323166	0.00508067	0.00149179	0.0032516	-0.00638339	0.00432463	0.00053509	-0.0302945	-0.00465781	-0.00588184
HG02054	HG02054	0.0303378	0.00332649	0.00140374	-0.00410958	0.0169417	-0.00313507	0.00572299	0.00156474	-0.000368313	0.00687699
HG02057	HG02057	-0.016277	0.0302447	-0.00323456	-0.0118332	0.0250197	-0.0239919	-0.011833	-0.0149185	0.0067593	0.00724542
HG02058	HG02058	-0.0166303	0.033299	0.00607934	-0.0183448	0.00685269	0.00928852	-0.00249968	-0.0342779	0.0242631	0.0135204
HG02060	HG02060	-0.0178336	0.0312322	0.008846	-0.0184796	-0.00779092	-0.0293328	-0.0364522	-0.00505728	0.000760562	0.00360406
HG02061	HG02061	-0.0160859	0.0328883	0.00179356	-0.011794	-0.0055733	-0.0049019	-0.00862198	0.00435829	0.013903	0.0194345
HG02064	HG02064	-0.0166639	0.0328305	-0.00025862	-0.019465	-0.00758273	-0.00601267	-0.0273958	-0.00984974	0.00660085	-0.00807158
HG02067	HG02067	-0.0155399	0.0322516	0.00220156	-0.0089128	0.0401889	-0.0207903	-0.0199171	0.00540061	0.0150491	0.01685
HG02069	HG02069	-0.0157334	0.0327648	-0.00165419	-0.00892993	-0.0101026	-0.0198897	-0.0142179	-0.00821254	0.0134257	0.00204214
HG02070	HG02070	-0.0185236	0.0319726	0.00666733	-0.0181413	0.00156649	-0.0423483	-0.0163113	-0.0174952	0.0313897	-0.00425422
HG02072	HG02072	-0.0162161	0.0295041	-0.000336698	-0.00371529	-0.0082705	-0.026991	-0.000167141	-0.0120376	0.0309514	-0.0211196
HG02073	HG02073	-0.0164648	0.0348082	0.0066284	-0.01296	0.0106093	-0.0210005	-0.0402334	0.00858821	0.0239892	-0.00750787
HG02075	HG02075	-0.0165516	0.0305846	-0.00483054	-0.0108101	-0.0102882	-0.0165312	-0.0268102	-0.00911592	0.00736936	0.000765962
HG02076	HG02076	-0.0182716	0.032387	-0.000911524	-0.0150739	0.0333837	-0.0220752	-0.0312386	-0.0173719	0.00461695	-0.0196353
HG02078	HG02078	-0.0168047	0.0310848	-0.00835515	-0.0192575	0.0543272	-0.0374537	0.00213542	-0.0104886	-0.00274342	-0.00981908
HG02079	HG02079	-0.0155	0.0348159	-0.00370395	-0.0167554	0.0327792	-0.043407	-0.0425757	-0.014572	0.0240445	0.00578951
HG02081	HG02081	-0.0158957	0.030654	-0.0027922	-0.0245572	0.00234274	-0.0161128	-0.0177865	-0.0225206	-0.0204126	-0.0137986
HG02082	HG02082	-0.0176163	0.0303943	-0.000592812	-0.0209505	-0.00614131	-1.96088e-05	-0.0138238	0.0165198	0.0213314	0.0251291
HG02084	HG02084	-0.0180058	0.0309256	0.00105068	-0.0155301	0.004212	0.000550397	-0.0363427	-0.0230505	0.02167	-0.00445659
HG02085	HG02085	-0.0179288	0.0310008	-0.00046121	-0.0202505	0.00737941	-0.0188087	-0.0327818	-0.00754185	0.0129033	0.0218836
HG02086	HG02086	-0.015944	0.0309634	-0.00322907	-0.0253409	0.00855713	-0.0311083	0.00464099	-0.0171387	-0.00120762	0.0102623
HG02087	HG02087	-0.0151749	0.0297699	0.00110833	-0.0121443	-0.00256673	-0.0164627	-0.0111696	-0.00173971	0.00986741	-0.00903558
HG02088	HG02088	-0.0160855	0.0311964	-0.00488635	-0.0159543	0.0134852	-0.0215866	-0.0492385	-0.0271913	0.0240975	-0.00199299
HG02089	HG02089	-0.0151153	0.00773478	0.0608636	0.0837621	0.00277604	0.0233637	-0.0153041	0.00730295	-0.0259116	0.0165316
HG02090	HG02090	-0.00639734	0.00139814	0.0347694	0.0632533	-0.00719392	0.0194012	-0.00254362	-0.0035243	-0.00924815	0.0189439
HG02095	HG02095	0.0310398	0.00324049	0.000710769	-0.00191727	-0.00676831	-0.00460084	-0.0192103	-0.00590257	-0.0159873	-0.0329536
HG02102	HG02102	-0.0180575	0.0105113	0.0490931	0.0819632	0.0161886	0.0114418	-0.0323758	-0.00462976	-0.0109001	0.00376426
HG02104	HG02104	-0.0179491	0.0147735	0.0525535	0.104213	0.00220605	-0.00224799	-0.0147151	-0.00633533	0.00783208	-0.00199273
HG02105	HG02105	-0.0162234	0.00468526	0.040324	0.0647017	-0.0101598	-0.00808825	-0.0181764	-0.00206454	-0.0118801	-0.0209871
HG02107	HG02107	0.0321614	0.00402816	0.0035897	-0.00160501	0.0152778	-0.0115816	0.00562677	0.0116177	-0.0272155	0.00107962
HG02108	HG02108	0.0229933	0.00103183	-0.00302086	-0.00370723	-0.0166998	-0.0183199	-0.0183433	0.0365481	-0.00390922	-0.0304528
HG02111	HG02111	0.0319693	0.00534168	0.0065501	-0.00396459	-0.0098252	0.00199834	-0.0176199	-0.00825838	0.0256179	-0.0118091
HG02113	HG02113	-0.0179068	0.0333529	0.00428485	-0.0185789	0.0112179	-0.0371734	-0.0397213	0.0191196	0.00707045	0.0210127
HG02116	HG02116	-0.0163313	0.0293101	-0.007896	-0.0100298	0.0244212	-0.035015	-0.0222235	-0.0170998	0.00293103	-0.0291789
HG02121	HG02121	-0.0177328	0.0315212	-0.00148295	-0.0150433	0.0226834	-0.0231124	-0.0084155	-0.00459158	-0.0111645	-0.008981
HG02122	HG02122	-0.0169065	0.0303592	0.00399536	-0.0218318	0.0194367	-0.0553355	-0.0220553	0.00852649	0.0030164	-0.0207918
HG02127	HG02127	-0.0166067	0.0359549	0.00308014	-0.0190185	0.0524806	-0.0291165	0.00581539	0.014624	0.00702548	0.0126577
HG02128	HG02128	-0.0165791	0.0281674	-0.00388639	-0.0136921	0.0439639	-0.0309822	-0.0327154	-0.0103489	-0.00611241	0.00138991
HG02130	HG02130	-0.0163979	0.0307843	0.00702877	-0.00621089	-0.0047999	-0.0382587	-0.0270978	-0.0171472	-0.02025	-0.00219292
HG02131	HG02131	-0.0166057	0.0299941	-0.00530841	-0.0140322	-0.00333109	-0.00126517	-0.0236337	-0.0176182	0.00343212	-0.0269221
HG02133	HG02133	-0.0175689	0.0312385	-6.79614e-05	-0.0139781	-0.00746904	-0.0329235	-0.0238749	0.01499	0.0020476	-0.0216173
HG02134	HG02134	-0.0176375	0.0337433	0.00301991	-0.0224478	0.00726991	-0.029023	-0.0405485	-0.0327461	0.00297406	0.00762737
HG02136	HG02136	-0.0158474	0.0323881	0.00394577	-0.0146865	-0.00754904	-0.0145794	-0.00975184	-0.00942415	-0.00906133	-0.0157668
HG02137	HG02137	-0.0161486	0.0317552	0.00603389	-0.0225405	0.0179771	-0.0144373	-0.00666535	0.00475629	0.00927213	-0.0029541
HG02138	HG02138	-0.0165548	0.0351984	0.001544	-0.00984525	0.0169445	-0.0267608	-0.0215705	-0.0102773	0.00552852	-0.0271083
HG02139	HG02139	-0.014812	0.0336206	0.00133507	-0.0221048	0.0321811	-0.0157139	-0.0131255	-0.013099	-0.00673974	-0.00779302
HG02140	HG02140	-0.0163768	0.031965	0.00635099	-0.0139733	-0.0185406	-0.047481	0.00734376	-0.00116514	0.0269238	0.00658203
HG02141	HG02141	-0.0158052	0.0315462	-0.00498768	-0.011389	0.0550121	-0.0406293	-0.0246463	0.0259683	-0.00365674	0.035035
HG02142	HG02142	-0.0173854	0.0346111	0.00333346	-0.00421468	-0.0163475	-0.0269737	-0.011985	-0.0222506	-0.00721314	0.00569131
HG02143	HG02143	0.0334595	0.00284874	0.00375199	-0.00412165	0.0243902	0.00534349	0.0183021	0.0267537	-0.00333787	-0.0152173
HG02144	HG02144	0.0348519	0.00540449	0.00326417	0.000527023	-0.00829399	-0.00632554	-0.0137739	0.00270569	-0.00480848	0.02641
HG02146	HG02146	-0.0103223	0.00486463	0.0460748	0.0674319	-0.0169486	0.0127747	-0.00552661	0.0403564	0.00261496	0.0350182
HG02147	HG02147	-0.0175826	0.00435858	0.0554413	0.0808996	0.00313815	0.000265833	-0.0143653	-0.0030947	-0.0137211	0.027219
HG02150	HG02150	-0.0168278	0.010799	0.0577205	0.102754	0.0294386	0.00326109	0.00588147	-0.000131115	-0.0104833	0.0130762
HG02151	HG02151	-0.017094	0.0315664	0.00780111	-0.0135293	-0.0142989	-0.0343717	-0.0313269	-0.030554	-0.0236296	-0.0109291
HG02152	HG02152	-0.0164441	0.0370668	-0.00197758	-0.0242215	0.0105556	-0.00751093	-0.00265118	-0.0178655	0.0326463	0.0241126
HG02153	HG02153	-0.0168705	0.0321546	-0.00447957	-0.0155774	-0.00633083	-0.00488624	-0.035822	-0.0275905	0.00736332	0.00959556
HG02154	HG02154	-0.0179265	0.0333056	0.00137203	-0.0100645	0.0204479	-0.0205203	-0.0226854	-0.0370425	0.0151853	0.00830287
HG02155	HG02155	-0.0170478	0.0314596	-0.00178954	-0.0172386	0.0142548	-0.0177483	-0.0363584	-0.00668707	0.0336192	-0.00299601
HG02156	HG02156	-0.015174	0.0317681	0.00173513	-0.0254391	0.0167225	-0.0271406	-0.0113935	0.00564712	0.00843771	0.00692511
HG02164	HG02164	-0.0157287	0.0307823	-0.00340863	-0.0153176	0.00365295	-0.0115139	-0.0166516	0.00138729	0.0412272	-0.00211664
HG02165	HG02165	-0.0173431	0.0305457	0.00617806	-0.0137835	-0.00563051	-0.0412217	-0.022893	-0.0334413	0.00426869	0.0206329
HG02166	HG02166	-0.016911	0.0309869	0.00312865	-0.0216129	0.00251073	-0.0271469	-0.0180514	-0.0288914	0.00387406	0.00455397
HG02178	HG02178	-0.0165171	0.0319395	-0.00240299	-0.0176925	0.0114795	-0.0127277	-0.0283004	-0.00467751	0.0167895	0.00104838
HG02179	HG02179	-0.0166513	0.0327567	0.00394913	-0.014926	0.0345652	-0.0336405	-0.00763963	0.00362583	0.0192706	0.0292497
HG02180	HG02180	-0.0159642	0.0352572	0.00524992	-0.0194549	0.0110335	-0.00800279	-0.025467	-0.0167473	0.0388727	-0.0264299
HG02181	HG02181	-0.0160403	0.0358498	-2.63458e-05	-0.0123388	0.0419895	-0.0192258	-0.0273917	-0.0225763	0.00940761	0.00841103
HG02182	HG02182	-0.0164272	0.0366363	0.000538872	-0.0127868	-0.0123556	-0.0216221	-0.0235344	0.00100599	0.0249534	-0.0176128
HG02184	HG02184	-0.018403	0.0309636	0.000917451	-0.0139341	0.0531012	-0.0377359	-0.0221002	0.0163863	-0.00915576	0.0297451
HG02185	HG02185	-0.0172288	0.031436	-0.00167902	-0.0202075	0.0231841	-0.0239658	-0.0414031	-0.000565713	0.0298176	-0.02492
HG02186	HG02186	-0.0185894	0.0345242	-0.00114954	-0.0159307	0.0080273	-0.0128184	-0.0109264	-0.0153178	0.0427377	-0.00527169
HG02187	HG02187	-0.0188753	0.0329821	0.00424001	-0.0146379	0.00247747	-0.0200249	-0.0286779	-0.0138605	-0.003467	-0.0052941
HG02188	HG02188	-0.0177241	0.0325913	0.00678317	-0.0231738	-0.0130195	-0.0111847	-0.0101893	-0.0220593	0.00765973	-0.0018018
HG02190	HG02190	-0.0176807	0.0303565	0.0065438	-0.015654	0.0124041	-0.0132397	-0.0325557	0.00524144	0.0152773	0.0117394
HG02215	HG02215	-0.0099029	-0.0277185	0.0131245	-0.0162993	0.0188046	-0.00348699	0.0164834	-0.00797089	-0.0128137	0.0185046
HG02219	HG02219	-0.00792873	-0.0327324	0.0193368	-0.0185966	0.00391528	0.0304922	0.0144213	-0.0170213	0.0277687	0.0380293
HG02220	HG02220	-0.00839191	-0.0318205	0.0109505	-0.0212807	-0.00372161	-0.0127555	0.00996843	-0.0103263	0.0182615	0.0176184
HG02221	HG02221	-0.00817319	-0.0269026	0.0171113	-0.0190317	-0.0199934	-0.0100603	-0.00800448	0.00677025	0.0281375	-0.0185792
HG02223	HG02223	-0.00930805	-0.0283958	0.0108599	-0.0187447	-0.0209111	-0.0182223	-0.00909816	0.0289853	0.00535594	0.0181103
HG02224	HG02224	-0.00940311	-0.0297231	0.0140244	-0.0133599	-0.0150482	-0.00791984	-0.00847071	-0.00240102	0.0143195	-0.00479081
HG02230	HG02230	-0.0101678	-0.0303496	0.00818109	-0.0189155	0.0135075	-0.0058174	-0.0138899	0.024634	-0.012425	-0.0292384
HG02231	HG02231	-0.0101326	-0.0298634	0.00333148	-0.0137719	0.0344359	-0.0133427	0.0184772	-0.0564525	0.0114433	0.00361893
HG02232	HG02232	-0.0101368	-0.0275647	0.00776812	-0.013362	0.0281698	-0.0319162	0.022313	0.00906716	0.0203728	0.0321049
HG02233	HG02233	-0.00982821	-0.0293639	0.0151286	-0.0143533	-0.0132247	0.00352186	0.0183918	-0.0111785	0.00153382	0.00813566
HG02235	HG02235	-0.00861797	-0.0275136	0.00949826	-0.0241509	0.0197624	0.0111871	0.0297365	0.00663422	0.0209677	-0.0106547
HG02236	HG02236	-0.00995499	-0.0305803	0.0127157	-0.0234222	-0.00301903	-0.00672713	0.0161764	-0.0418817	-0.027691	-0.00390913
HG02238	HG02238	-0.00575608	-0.0253544	0.00989859	-0.019528	-0.00470325	-0.00633063	0.0197923	-0.0537612	0.0276086	-0.00243584
HG02239	HG02239	-0.00894953	-0.0260885	0.0037458	-0.0163047	0.0198606	-0.0212622	0.0155968	0.00253824	0.0223947	-0.000908771
HG02250	HG02250	-0.0184273	0.0295927	-0.00272277	-0.0237069	0.00131821	-0.0259605	-0.0569755	0.00374993	0.0282089	-0.024714
HG02252	HG02252	-0.0147407	0.00697542	0.044182	0.0604588	0.00202041	5.68147e-05	0.0042675	0.00272075	0.00674406	-0.0182262
HG02253	HG02253	-0.0119961	-0.00845849	0.0282371	0.0222452	0.0307368	0.0007442	0.030167	-0.0167109	-0.00448175	-0.00423713
HG02255	HG02255	0.0345246	0.00664959	0.00133016	-0.0021761	-0.0245318	0.0115583	-0.0075656	0.0110392	0.00394322	0.00843605
HG02256	HG02256	0.0162608	-0.00583831	0.00542988	0.00366231	0.0242071	-0.0320635	0.0180121	0.0295726	-0.0133361	-0.00131565
HG02259	HG02259	-0.0163709	0.00928581	0.0430999	0.0903495	0.0361084	0.00207507	0.00586933	0.0220478	-0.0209768	0.00980639
HG02260	HG02260	-0.0161616	0.00592586	0.0415143	0.0678598	-0.00592601	-0.00812061	-0.00356558	0.0123895	0.0110305	-0.00175669
HG02262	HG02262	-0.0182248	0.0102692	0.0475437	0.0838736	0.00180041	-0.000943491	-0.0250042	0.00612078	0.00235791	-0.00518086
HG02265	HG02265	-0.0147261	0.00383442	0.0461485	0.0763677	0.0131787	0.0174075	-0.0313494	-0.0127827	0.0113671	0.0146692
HG02266	HG02266	-0.0165215	0.00846437	0.041062	0.0699547	-0.023803	-0.016898	0.00762025	0.00375703	0.000616583	-0.034628
HG02271	HG02271	-0.0166045	0.0134829	0.053502	0.0927453	0.0140577	0.0230119	-0.0219607	-0.00135935	0.00651476	0.00495522
HG02272	HG02272	-0.0187777	0.016088	0.0506311	0.0780573	0.00474771	0.0197651	-0.0446518	0.0070418	-0.020051	0.00031179
HG02274	HG02274	0.000102534	-0.00662933	0.0201611	0.0177919	-0.027394	-0.00806491	0.00189437	-0.00664142	0.00748961	0.00683816
HG02275	HG02275	-0.0136209	0.0122465	0.0458346	0.0877863	0.0131625	0.0103285	-0.00158828	-0.00155857	0.015505	0.0161276
HG02277	HG02277	-0.0182208	0.00725972	0.045549	0.0762518	-0.00295925	0.00729691	-0.0078966	-0.00259829	0.00131155	-0.0229853
HG02278	HG02278	-0.0170076	0.0132876	0.0618068	0.0925209	0.00852886	0.0120982	-0.00352837	0.00328323	-0.00812305	-0.00689716
HG02281	HG02281	0.0285403	0.00116703	-3.5357e-05	-0.00197346	0.0321984	0.00588043	0.00283774	-0.0129454	-0.00689393	-0.0195413
HG02282	HG02282	0.0351345	0.00393242	-0.0005228	-0.00110225	0.0120225	-0.00770472	-0.00875454	-0.00840189	-0.0109835	0.00711069
HG02283	HG02283	0.0280751	-0.000264327	0.00355855	0.00307199	-0.0064181	0.00933968	-0.00420975	-0.0170078	-0.0147906	-0.00810506
HG02284	HG02284	0.0314218	0.00141228	0.00583913	-0.00683958	0.000552148	-0.00626377	-8.82411e-05	-0.0301258	-0.0216425	0.00873457
